EventId_x,Type_x,Severity_x,StartTime(UTC),EndTime(UTC)_x,TimeZone_x,LocationLat_x,LocationLng_x,AirportCode_x,City,County_x,State,ZipCode_x,EventId_y,Type_y,Severity_y,TMC,Description,EndTime(UTC)_y,TimeZone_y,LocationLat_y,LocationLng_y,Distance(mi),AirportCode_y,Number,Street,Side,County_y,ZipCode_y,adjacency
W-2191690,Rain,Light,2016-10-07 22:33:00,2016-10-07 22:43:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1092826,Accident,2.0,201.0,Accident on Berta Dr Southbound at Kitten Dr.,2016-10-07 23:55:12,US/Eastern,28.066952,-82.388557,0.0,KVDF,5901.0,Berta Dr,R,Hillsborough,33617.0,1
W-2191691,Rain,Light,2016-10-15 12:08:00,2016-10-15 12:26:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1099966,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 44 Scott St.,2016-10-15 13:57:10,US/Eastern,27.956661,-82.46093,0.01,KTPF,,I-275 S,R,Hillsborough,33602.0,1
W-2191692,Rain,Light,2016-10-15 12:35:00,2016-10-15 12:44:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1099966,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 44 Scott St.,2016-10-15 13:57:10,US/Eastern,27.956661,-82.46093,0.01,KTPF,,I-275 S,R,Hillsborough,33602.0,1
W-2191693,Rain,Light,2016-10-15 13:01:00,2016-10-15 13:12:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1099966,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 44 Scott St.,2016-10-15 13:57:10,US/Eastern,27.956661,-82.46093,0.01,KTPF,,I-275 S,R,Hillsborough,33602.0,1
W-2191694,Rain,Light,2016-10-15 20:59:00,2016-10-15 21:13:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1100365,Event,1.0,1505.0,South Florida Bulls vs. Connecticut Huskies at Raymond James Stadium 4201 North Dale Mabry Tampa.,2016-10-16 06:00:00,US/Eastern,27.977732,-82.505333,0.0,KTPA,,Buccaneer Pl,R,Hillsborough,33607.0,1
W-2191695,Rain,Light,2016-10-15 22:59:00,2016-10-16 00:58:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1100426,Congestion,2.0,72.0,Delays of five minutes on I-275 Northbound between Exits 40B 41A 41B Laurel St and Exit 44 Scott St. Average speed 15 mph.,2016-10-16 00:05:26,US/Eastern,27.955952,-82.465843,2.46,KTPA,,I-275 N,R,Hillsborough,33607.0,1
W-2191696,Rain,Light,2016-10-20 19:09:00,2016-10-20 19:22:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1106214,Congestion,2.0,73.0,Delays increasing and delays of four minutes on I-275 Northbound between I-275 and County Hwy-587 West Shore Blvd. Average speed 25 mph.,2016-10-20 19:49:08,US/Eastern,27.949413,-82.526382,4.78,KTPA,,I-275 N,R,Hillsborough,33609.0,1
W-2191699,Rain,Light,2016-11-09 10:25:00,2016-11-09 10:34:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1034078,Accident,3.0,201.0,Accident on I-4 Eastbound at Exit 9 I-75.,2016-11-09 10:55:23,US/Eastern,28.002211,-82.327271,0.01,KVDF,,I-4 W,R,Hillsborough,33610.0,1
W-2191700,Rain,Light,2016-11-09 23:45:00,2016-11-10 00:00:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1035711,Congestion,2.0,73.0,Delays of four minutes on I-275 Northbound between Exits 45A 45B I-4 and Exit 48 Sligh Ave. Average speed 25 mph.,2016-11-09 23:59:32,US/Eastern,28.012999,-82.454529,3.18,KTPA,,I-275 N,R,Hillsborough,33604.0,1
W-2191701,Rain,Light,2016-11-10 01:04:00,2016-11-10 01:13:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1035780,Construction,3.0,701.0,Intermittent lane closures due to construction work on I-275 both ways between Exit 32 FL-687 4th St and Exit 39 FL-60 Memorial Hwy. On bridges.,2016-11-10 09:00:00,US/Eastern,27.947798,-82.531372,14.47,KTPA,,I-275 S,R,Hillsborough,33609.0,1
W-2191702,Rain,Light,2016-11-14 06:36:00,2016-11-14 06:45:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1039875,Congestion,2.0,71.0,Delays increasing and delays of six minutes on Nebraska Ave Northbound in Tampa. Average speed ten mph.,2016-11-14 06:31:32,US/Eastern,28.085154,-82.451324,1.3,KVDF,14867.0,N Nebraska Ave,R,Hillsborough,33613.0,1
W-2191703,Rain,Light,2016-11-14 17:16:00,2016-11-14 17:36:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1040556,Congestion,0.0,72.0,Delays of four minutes on Dale Mabry Hwy Northbound in Tampa. Average speed 15 mph.,2016-11-14 17:56:07,US/Eastern,27.940338,-82.505722,2.42,KTPA,,W Horatio St,R,Hillsborough,33609.0,1
W-2191704,Rain,Light,2016-11-15 00:56:00,2016-11-15 01:01:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1041708,Construction,2.0,401.0,Road closed due to water main work on Howard Ave Northbound between Horatio St and Azeele St. Detour in operation.,2016-11-15 11:00:00,US/Eastern,27.941086,-82.483002,0.08,KTPF,399.0,S Howard Ave,R,Hillsborough,33606.0,1
W-2191706,Fog,Severe,2016-11-21 14:43:00,2016-11-21 14:53:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1051372,Lane-Blocked,3.0,63.0,Debris on road on I-75 Northbound at Exits 274 275 I-275.,2016-11-21 14:43:33,US/Eastern,28.166483,-82.394897,0.01,KVDF,,I-75 N,R,Hillsborough,33647.0,1
W-2191709,Rain,Light,2016-11-29 03:05:00,2016-11-29 03:28:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1060150,Congestion,2.0,72.0,Delays increasing and delays of eight minutes on Veterans Expy Northbound in Keystone. Average speed 15 mph.,2016-11-29 04:09:24,US/Eastern,28.097662,-82.542671,3.0,KTPA,,Veterans Expy N,R,Hillsborough,33624.0,1
W-2191710,Rain,Light,2016-11-30 17:39:00,2016-11-30 17:59:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-1062793,Broken-Vehicle,2.0,211.0,Center lane blocked due to stalled vehicle on US-41 Nebraska Ave Eastbound at FL-580 Busch Blvd.,2016-11-30 17:47:23,US/Eastern,28.032526,-82.451241,0.01,KTPA,,N Nebraska Ave,R,Hillsborough,33604.0,1
W-2191712,Fog,Severe,2016-12-01 15:33:00,2016-12-01 15:58:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-937926,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 39 FL-60 Memorial Hwy.,2016-12-01 16:21:27,US/Eastern,27.947798,-82.531372,0.01,KTPA,,I-275 S,R,Hillsborough,33609.0,1
W-2191713,Rain,Light,2016-12-06 16:12:00,2016-12-06 16:26:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-945660,Accident,2.0,201.0,Accident on FL-597 Dale Mabry Hwy Southbound at FL-597 Dale Mabry Hwy.,2016-12-06 17:06:53,US/Eastern,28.086128,-82.504662,0.01,KTPA,14950.0,N Dale Mabry Hwy,R,Hillsborough,33618.0,1
W-2191714,Rain,Light,2016-12-06 16:42:00,2016-12-06 16:52:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-945669,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 53 FL-678 Bearss Ave.,2016-12-06 17:27:01,US/Eastern,28.088129,-82.454727,0.01,KVDF,,I-275 N,R,Hillsborough,33613.0,1
W-2191715,Rain,Light,2016-12-06 17:07:00,2016-12-06 17:21:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-945690,Accident,2.0,201.0,Accident on FL-60 Adamo Dr Eastbound at US-301.,2016-12-06 17:34:22,US/Eastern,27.949551,-82.354225,0.01,KTPF,,N US Highway 301,R,Hillsborough,33619.0,1
W-2191716,Rain,Light,2016-12-06 17:47:00,2016-12-06 17:58:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-945733,Congestion,1.0,72.0,Delays of two minutes and delays easing on Dale Mabry Hwy Westbound in Tampa. Average speed 15 mph.,2016-12-06 18:01:55,US/Eastern,27.933891,-82.505791,1.02,KTPF,3801.0,W Morrison Ave,R,Hillsborough,33629.0,1
W-2191717,Rain,Moderate,2016-12-06 17:58:00,2016-12-06 18:03:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-945761,Congestion,1.0,73.0,Delays of three minutes on Hillsborough Ave Westbound between US-41 Hillsborough Ave and US-92 Dale Mabry Hwy. Average speed 15 mph.,2016-12-06 18:15:56,US/Eastern,27.996132,-82.503937,1.6,KTPA,,W Hillsborough Ave,R,Hillsborough,33614.0,1
W-2191718,Rain,Light,2016-12-06 18:03:00,2016-12-06 18:25:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-945761,Congestion,1.0,73.0,Delays of three minutes on Hillsborough Ave Westbound between US-41 Hillsborough Ave and US-92 Dale Mabry Hwy. Average speed 15 mph.,2016-12-06 18:15:56,US/Eastern,27.996132,-82.503937,1.6,KTPA,,W Hillsborough Ave,R,Hillsborough,33614.0,1
W-2191719,Rain,Light,2016-12-06 21:21:00,2016-12-06 21:32:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-946067,Congestion,2.0,72.0,Delays increasing and delays of five minutes on Hillsborough Ave Westbound between FL-580 and FL-580 Hillsborough Ave. Average speed ten mph.,2016-12-06 22:15:16,US/Eastern,27.996464,-82.542892,1.51,KTPA,,W Hillsborough Ave,R,Hillsborough,33634.0,1
W-2191720,Rain,Light,2016-12-08 20:46:00,2016-12-08 20:59:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-949837,Congestion,1.0,72.0,Delays of two minutes on Kennedy Blvd Westbound in Tampa. Average speed five mph.,2016-12-08 21:00:32,US/Eastern,27.944929,-82.526802,0.4,KTPA,4905.0,W Kennedy Blvd,R,Hillsborough,33609.0,1
W-2191723,Rain,Light,2016-12-09 11:17:00,2016-12-09 11:32:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951103,Congestion,2.0,74.0,Delays increasing and delays of six minutes on I-275 Southbound between Exit 52 Central Ave and Exit 46B FL-574 Dr Martin Luther King Jr Blvd. Average speed 30 mph.,2016-12-09 11:55:11,US/Eastern,27.9883,-82.453743,5.31,KTPF,,I-275 S,R,Hillsborough,33603.0,1
W-2191724,Rain,Light,2016-12-09 11:41:00,2016-12-09 11:51:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951104,Accident,3.0,241.0,Left lane blocked due to accident on I-4 Westbound at Exits 1 2 FL-585 22nd St.,2016-12-09 12:14:09,US/Eastern,27.965567,-82.425713,0.01,KTPF,,I-4 W,R,Hillsborough,33605.0,1
W-2191725,Rain,Light,2016-12-09 12:00:00,2016-12-09 12:09:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951131,Lane-Blocked,2.0,520.0,Partially blocked due to accident on FL-618 Lee Roy Selmon Expy Westbound at Exit 13 US-301.,2016-12-09 12:35:03,US/Eastern,27.93054,-82.351295,0.01,KTPF,,S US Highway 301,R,Hillsborough,33619.0,1
W-2191726,Rain,Light,2016-12-09 12:22:00,2016-12-09 12:39:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951194,Congestion,1.0,74.0,Delays of one minute on Memorial Hwy Southbound between FL-589 Veterans Expy and FL-60 Memorial Hwy. Average speed 20 mph.,2016-12-09 12:42:22,US/Eastern,27.94747,-82.531136,1.22,KTPA,,Memorial Hwy N,R,Hillsborough,33609.0,1
W-2191727,Rain,Light,2016-12-09 12:44:00,2016-12-09 12:54:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951300,Congestion,0.0,71.0,Delays increasing and delays of four minutes on Waters Ave Eastbound between Waters Ave and Anderson Rd. Average speed ten mph.,2016-12-09 13:08:34,US/Eastern,28.025522,-82.538383,1.17,KTPA,5606.0,W Waters Ave,L,Hillsborough,33634.0,1
W-2191728,Rain,Light,2016-12-09 14:25:00,2016-12-09 14:32:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951486,Congestion,3.0,72.0,Severe delays of 14 minutes on I-275 Northbound between Exits 40A 40B Lois Ave and Exits 45B 46A Elmore Ave. Average speed 15 mph.,2016-12-09 14:38:46,US/Eastern,27.968903,-82.453369,4.35,KTPF,,I-275 N,R,Hillsborough,33602.0,1
W-2191729,Rain,Light,2016-12-09 14:42:00,2016-12-09 15:10:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951492,Congestion,3.0,72.0,Severe delays of twelve minutes on I-275 Northbound between Exits 40B 41A 41B Laurel St and Exits 45B 46A Elmore Ave. Average speed 15 mph.,2016-12-09 14:51:30,US/Eastern,27.968903,-82.453369,4.07,KTPF,,I-275 N,R,Hillsborough,33602.0,1
W-2191730,Rain,Light,2016-12-09 15:32:00,2016-12-09 15:49:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-951523,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 42 Howard Ave.,2016-12-09 15:59:01,US/Eastern,27.956247,-82.485008,0.01,KTPA,,N Armenia Ave,R,Hillsborough,33607.0,1
W-2191733,Fog,Severe,2016-12-12 13:08:00,2016-12-12 14:43:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-954296,Accident,3.0,201.0,Accident on I-4 Westbound at Exit 6 Orient Rd.,2016-12-12 13:50:29,US/Eastern,27.989784,-82.372978,0.01,KVDF,,I-4 E,R,Hillsborough,33610.0,1
W-2191737,Fog,Severe,2016-12-13 10:33:00,2016-12-13 10:48:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-955926,Congestion,2.0,74.0,Delays increasing and delays of six minutes on I-275 Southbound between Exit 53 FL-678 Bearss Ave and Exit 48 Sligh Ave. Average speed 25 mph.,2016-12-13 11:46:43,US/Eastern,28.018251,-82.455124,4.18,KTPA,,I-275 S,R,Hillsborough,33604.0,1
W-2191738,Fog,Severe,2016-12-13 10:53:00,2016-12-13 11:08:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-955926,Congestion,2.0,74.0,Delays increasing and delays of six minutes on I-275 Southbound between Exit 53 FL-678 Bearss Ave and Exit 48 Sligh Ave. Average speed 25 mph.,2016-12-13 11:46:43,US/Eastern,28.018251,-82.455124,4.18,KTPA,,I-275 S,R,Hillsborough,33604.0,1
W-2191739,Fog,Severe,2016-12-13 11:23:00,2016-12-13 11:28:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-955926,Congestion,2.0,74.0,Delays increasing and delays of six minutes on I-275 Southbound between Exit 53 FL-678 Bearss Ave and Exit 48 Sligh Ave. Average speed 25 mph.,2016-12-13 11:46:43,US/Eastern,28.018251,-82.455124,4.18,KTPA,,I-275 S,R,Hillsborough,33604.0,1
W-2191740,Fog,Severe,2016-12-13 11:58:00,2016-12-13 14:08:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-956020,Congestion,2.0,74.0,Delays increasing and delays of three minutes on I-275 Northbound between I-275 and Exit 39 FL-60 Memorial Hwy. Average speed 25 mph.,2016-12-13 12:35:02,US/Eastern,27.948711,-82.528374,2.36,KTPA,,I-275 N,R,Hillsborough,33609.0,1
W-2191742,Fog,Severe,2016-12-14 04:13:00,2016-12-14 04:38:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957698,Congestion,2.0,72.0,Delays increasing and delays of seven minutes on Veterans Expy Southbound in Keystone. Average speed ten mph.,2016-12-14 05:10:22,US/Eastern,28.083855,-82.559334,1.88,KTPA,,Veterans Expy S,R,Hillsborough,33625.0,1
W-2191743,Fog,Severe,2016-12-14 04:48:00,2016-12-14 04:53:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957698,Congestion,2.0,72.0,Delays increasing and delays of seven minutes on Veterans Expy Southbound in Keystone. Average speed ten mph.,2016-12-14 05:10:22,US/Eastern,28.083855,-82.559334,1.88,KTPA,,Veterans Expy S,R,Hillsborough,33625.0,1
W-2191744,Fog,Severe,2016-12-14 05:18:00,2016-12-14 05:58:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957698,Congestion,2.0,72.0,Delays increasing and delays of seven minutes on Veterans Expy Southbound in Keystone. Average speed ten mph.,2016-12-14 05:10:22,US/Eastern,28.083855,-82.559334,1.88,KTPA,,Veterans Expy S,R,Hillsborough,33625.0,1
W-2191745,Fog,Severe,2016-12-14 10:38:00,2016-12-14 11:21:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957761,Accident,2.0,201.0,Accident on County Hwy-582A Fletcher Ave at I-275.,2016-12-14 11:23:48,US/Eastern,28.069305,-82.455086,0.01,KVDF,479.0,E Fletcher Ave,R,Hillsborough,33612.0,1
W-2191746,Rain,Light,2016-12-14 11:21:00,2016-12-14 11:28:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957780,Congestion,0.0,72.0,Delays of three minutes on Dale Mabry Hwy Northbound in Keystone. Average speed five mph.,2016-12-14 11:39:58,US/Eastern,28.084614,-82.505074,0.38,KTPA,,W Bearss Ave,R,Hillsborough,33618.0,1
W-2191747,Rain,Light,2016-12-14 11:33:00,2016-12-14 11:43:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957802,Congestion,2.0,74.0,Delays increasing and delays of four minutes on I-75 Southbound between Exit 265 FL-582 Fowler Ave and Exit 261 I-4. Average speed 30 mph.,2016-12-14 11:54:52,US/Eastern,28.013222,-82.328827,3.73,KVDF,,I-75 S,R,Hillsborough,33610.0,1
W-2191748,Fog,Severe,2016-12-14 11:43:00,2016-12-14 13:48:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-957801,Congestion,1.0,72.0,Delays of two minutes on 50th St Northbound between FL-45 and US-41 50th St. Average speed 20 mph.,2016-12-14 11:52:09,US/Eastern,27.904552,-82.401733,1.34,KTPF,4364.0,S 50th St,L,Hillsborough,33619.0,1
W-2191749,Rain,Light,2016-12-15 08:09:00,2016-12-15 08:14:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-959422,Congestion,2.0,72.0,Delays of six minutes on Adamo Dr Eastbound between US-41 Bus Adamo Dr and FL-60. Average speed ten mph.,2016-12-15 08:37:28,US/Eastern,27.954441,-82.41349,1.77,KTPF,3971.0,E Adamo Dr,R,Hillsborough,33605.0,1
W-2191750,Rain,Light,2016-12-15 08:16:00,2016-12-15 08:17:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-959422,Congestion,2.0,72.0,Delays of six minutes on Adamo Dr Eastbound between US-41 Bus Adamo Dr and FL-60. Average speed ten mph.,2016-12-15 08:37:28,US/Eastern,27.954441,-82.41349,1.77,KTPF,3971.0,E Adamo Dr,R,Hillsborough,33605.0,1
W-2191752,Fog,Severe,2016-12-29 12:18:00,2016-12-29 12:23:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-976901,Accident,3.0,241.0,Right lane blocked due to accident on I-275 Northbound at Exit 49 Bird St.,2016-12-29 12:17:57,US/Eastern,28.022495,-82.455688,0.01,KTPA,,E Bird St,R,Hillsborough,33604.0,1
W-2191753,Fog,Severe,2016-12-29 12:43:00,2016-12-29 13:13:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-976933,Lane-Blocked,3.0,63.0,Debris on road on I-275 Northbound at Exit 51 FL-582 Fowler Ave.,2016-12-29 13:27:55,US/Eastern,28.054705,-82.454872,0.01,KVDF,,E Fowler Ave,R,Hillsborough,33612.0,1
W-2191754,Rain,Light,2016-12-30 01:22:00,2016-12-30 01:46:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-977937,Accident,2.0,201.0,Left lane blocked due to accident on US-92 Gandy Blvd Eastbound between FL-694 Gandy Blvd and West Shore Blvd.,2016-12-30 02:08:02,US/Eastern,27.893373,-82.526848,7.17,KMCF,4798.0,W Gandy Blvd,L,Hillsborough,33611.0,1
W-2191755,Fog,Severe,2017-01-03 12:03:00,2017-01-03 13:08:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-980595,Congestion,2.0,75.0,Delays of three minutes and delays easing on I-75 Southbound between Exit 265 FL-582 Fowler Ave and Exit 261 I-4. Average speed 30 mph.,2017-01-03 12:31:33,US/Eastern,28.021246,-82.334595,3.12,KVDF,,I-75 S,R,Hillsborough,33610.0,1
W-2191756,Rain,Light,2017-01-04 04:25:00,2017-01-04 04:44:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-981794,Congestion,2.0,71.0,Severe delays of 13 minutes and delays increasing on Veterans Expy Northbound in Tampa. Average speed five mph.,2017-01-04 05:10:05,US/Eastern,28.007143,-82.54554,1.77,KTPA,,Veterans Expy N,R,Hillsborough,33634.0,1
W-2191757,Rain,Light,2017-01-04 05:39:00,2017-01-04 05:52:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-981794,Congestion,2.0,71.0,Severe delays of 13 minutes and delays increasing on Veterans Expy Northbound in Tampa. Average speed five mph.,2017-01-04 05:10:05,US/Eastern,28.007143,-82.54554,1.77,KTPA,,Veterans Expy N,R,Hillsborough,33634.0,1
W-2191764,Fog,Moderate,2017-01-06 12:08:00,2017-01-06 13:58:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-984171,Congestion,2.0,73.0,Delays increasing and delays of four minutes on I-275 Northbound between I-275 and Exit 39 FL-60 Memorial Hwy. Average speed 25 mph.,2017-01-06 12:54:53,US/Eastern,27.948711,-82.528374,3.41,KTPA,,I-275 N,R,Hillsborough,33609.0,1
W-2191765,Rain,Light,2017-01-07 00:37:00,2017-01-07 00:56:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985601,Accident,3.0,201.0,Center lane blocked due to accident on I-275 Northbound at Exit 42 Howard Ave.,2017-01-07 00:54:16,US/Eastern,27.956247,-82.485008,0.01,KTPA,,N Armenia Ave,R,Hillsborough,33607.0,1
W-2191766,Rain,Light,2017-01-07 01:07:00,2017-01-07 01:37:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985613,Congestion,2.0,71.0,Delays of five minutes on Hillsborough Ave Eastbound between US-41 Hillsborough Ave and 40th St. Average speed ten mph.,2017-01-07 01:06:47,US/Eastern,27.996019,-82.414139,1.14,KVDF,5382.0,N 40th St,L,Hillsborough,33610.0,1
W-2191767,Rain,Light,2017-01-07 01:54:00,2017-01-07 02:10:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985657,Construction,3.0,407.0,Exit ramp closed due to accident on I-275 Northbound at Exits 47 47A 47B US-41 Hillsborough Ave.,2017-01-07 03:06:34,US/Eastern,27.996071,-82.45359,0.01,KTPA,,I-275 N,R,Hillsborough,33604.0,1
W-2191768,Rain,Light,2017-01-07 02:19:00,2017-01-07 02:29:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985657,Construction,3.0,407.0,Exit ramp closed due to accident on I-275 Northbound at Exits 47 47A 47B US-41 Hillsborough Ave.,2017-01-07 03:06:34,US/Eastern,27.996071,-82.45359,0.01,KTPA,,I-275 N,R,Hillsborough,33604.0,1
W-2191769,Rain,Light,2017-01-07 02:39:00,2017-01-07 02:49:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985658,Broken-Vehicle,3.0,211.0,Lane blocked on exit ramp due to stalled vehicle on I-4 Westbound at Exit 5 FL-574 Dr Martin Luther King Jr Blvd.,2017-01-07 03:07:42,US/Eastern,27.981607,-82.384354,0.01,KTPF,,E Dr Martin Luther King Jr Blvd,R,Hillsborough,33619.0,1
W-2191774,Rain,Light,2017-01-07 12:19:00,2017-01-07 12:42:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985685,Accident,3.0,241.0,Left lane blocked due to accident on I-275 Southbound at Exit 53 FL-678 Bearss Ave.,2017-01-07 13:06:40,US/Eastern,28.088129,-82.454727,0.01,KVDF,,I-275 N,R,Hillsborough,33613.0,1
W-2191775,Rain,Light,2017-01-07 12:52:00,2017-01-07 13:04:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985685,Accident,3.0,241.0,Left lane blocked due to accident on I-275 Southbound at Exit 53 FL-678 Bearss Ave.,2017-01-07 13:06:40,US/Eastern,28.088129,-82.454727,0.01,KVDF,,I-275 N,R,Hillsborough,33613.0,1
W-2191776,Rain,Light,2017-01-07 13:13:00,2017-01-07 13:47:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-985685,Accident,3.0,241.0,Left lane blocked due to accident on I-275 Southbound at Exit 53 FL-678 Bearss Ave.,2017-01-07 13:06:40,US/Eastern,28.088129,-82.454727,0.01,KVDF,,I-275 N,R,Hillsborough,33613.0,1
W-2191781,Rain,Light,2017-01-14 00:22:00,2017-01-14 00:43:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-995969,Accident,3.0,201.0,Accident on I-275 Southbound at Exit 53 FL-678 Bearss Ave.,2017-01-14 01:38:39,US/Eastern,28.088129,-82.454727,0.01,KVDF,,I-275 N,R,Hillsborough,33613.0,1
W-2191782,Rain,Light,2017-01-14 00:59:00,2017-01-14 01:28:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-995985,Flow-Incident,3.0,409.0,Entry ramp partially blocked due to accident on I-275 Southbound at Exit 52 Central Ave.,2017-01-14 02:04:41,US/Eastern,28.069267,-82.454582,0.01,KVDF,,E Fletcher Ave,R,Hillsborough,33612.0,1
W-2191783,Fog,Severe,2017-01-18 11:58:00,2017-01-18 13:08:00,US/Eastern,27.8493,-82.5212,KMCF,Tampa,Hillsborough,FL,33621.0,T-999785,Congestion,1.0,73.0,Delays increasing and delays of four minutes on US Highway 301 Southbound in Tampa. Average speed 15 mph.,2017-01-18 13:08:36,US/Eastern,28.005142,-82.356049,1.98,KVDF,6512.0,N US Highway 301,L,Hillsborough,33610.0,1
